studio,course,attendance list,waiting list,instructor,date,maxnr
Studio A,Fr 16:30,"[""member_0196"",""member_0187""]",[],Instructor C,2023-08-11T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0203"",""member_0150"",""member_0167"",""member_0351""]",[],Instructor C,2023-08-18T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0167"",""member_0613"",""member_0664""]",[],Instructor C,2023-08-25T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0383"",""member_0108"",""member_0260"",""member_0091""]",[],Instructor C,2023-09-01T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0167"",""member_0551"",""member_0304"",""member_0575"",""member_0636""]",[],Instructor C,2023-09-08T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0685"",""member_0498"",""member_0182""]",[],Instructor C,2023-09-15T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0203"",""member_0613"",""member_0347"",""member_0634"",""member_0227"",""member_0598"",""member_0534""]",[],Instructor C,2023-09-22T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0054"",""member_0144"",""member_0002"",""member_0583"",""member_0196"",""member_0577""]",[],Instructor C,2023-09-29T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0401"",""member_0616"",""member_0438"",""member_0445"",""member_0218"",""member_0456""]",[],Instructor C,2023-10-06T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0563"",""member_0616"",""member_0456"",""member_0203"",""member_0438"",""member_0108"",""member_0232"",""member_0196"",""member_0187""]",[],Instructor C,2023-10-13T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0054"",""member_0636"",""member_0037"",""member_0366"",""member_0108"",""member_0616""]",[],Instructor C,2023-10-20T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0042"",""member_0551"",""member_0304"",""member_0218"",""member_0150"",""member_0366"",""member_0664""]",[],Instructor C,2023-10-27T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0606"",""member_0258"",""member_0108"",""member_0287"",""member_0218"",""member_0397"",""member_0187"",""member_0037"",""member_0203"",""member_0685""]",[],Instructor C,2023-11-03T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0502"",""member_0545"",""member_0351""]",[],Instructor C,2023-11-10T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0057"",""member_0167"",""member_0611"",""member_0616"",""member_0282"",""member_0288"",""member_0589"",""member_0182"",""member_0331"",""member_0648""]",[],Instructor C,2023-11-17T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0331""]",[],Instructor C,2023-11-24T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0575"",""member_0537"",""member_0037"",""member_0013""]",[],Instructor C,2023-12-01T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0232"",""member_0543"",""member_0456"",""member_0351""]",[],Instructor C,2023-12-08T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0037"",""member_0239"",""member_0014"",""member_0625"",""member_0563"",""member_0571"",""member_0218""]",[],Instructor C,2023-12-15T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0488"",""member_0405"",""member_0636""]",[],Instructor C,2023-12-22T15:30:00.000Z,12
Studio A,Fr 16:30,[],[],Instructor C,2023-12-29T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616""]",[],Instructor C,2024-01-05T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0054"",""member_0606""]",[],Instructor C,2024-01-12T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0634"",""member_0664""]",[],Instructor C,2024-01-19T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0619"",""member_0616"",""member_0699"",""member_0122"",""member_0065""]",[],Instructor C,2024-01-26T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0141"",""member_0114"",""member_0167"",""member_0665"",""member_0648""]",[],Instructor C,2024-02-02T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0037"",""member_0141"",""member_0664"",""member_0287"",""member_0497"",""member_0534"",""member_0218"",""member_0239"",""member_0559""]",[],Instructor C,2024-02-09T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0606"",""member_0217"",""member_0013"",""member_0616"",""member_0583""]",[],Instructor C,2024-02-16T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0652"",""member_0351"",""member_0446""]",[],Instructor C,2024-02-23T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0057"",""member_0114"",""member_0126"",""member_0347""]",[],Instructor C,2024-03-01T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0321"",""member_0037"",""member_0042"",""member_0572"",""member_0570"",""member_0347"",""member_0662"",""member_0019""]",[],Instructor C,2024-03-08T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0048"",""member_0625"",""member_0606"",""member_0167""]",[],Instructor C,2024-03-15T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0218"",""member_0038"",""member_0625"",""member_0685"",""member_0636"",""member_0187"",""member_0232""]",[],Instructor C,2024-03-22T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0665"",""member_0616"",""member_0534"",""member_0167"",""member_0065"",""member_0122"",""member_0572"",""member_0368""]",[],Instructor C,2024-03-29T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0218"",""member_0092"",""member_0606"",""member_0616"",""member_0141"",""member_0393""]",[],Instructor C,2024-04-05T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0605"",""member_0167"",""member_0563"",""member_0675"",""member_0217"",""member_0611"",""member_0616"",""member_0218""]",[],Instructor C,2024-04-12T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0368"",""member_0548"",""member_0568"",""member_0347"",""member_0666"",""member_0167""]",[],Instructor C,2024-04-19T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0415"",""member_0570"",""member_0577"",""member_0553"",""member_0232"",""member_0214"",""member_0456""]",[],Instructor C,2024-04-26T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0665"",""member_0671"",""member_0575"",""member_0239"",""member_0583"",""member_0415""]",[],Instructor C,2024-05-03T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0598"",""member_0013"",""member_0685"",""member_0360""]",[],Instructor C,2024-05-10T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0606"",""member_0013"",""member_0563"",""member_0662""]",[],Instructor C,2024-05-17T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0167"",""member_0218"",""member_0217"",""member_0577"",""member_0580""]",[],Instructor C,2024-05-24T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0609"",""member_0553"",""member_0255""]",[],Instructor C,2024-05-31T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0687"",""member_0551"",""member_0563"",""member_0187"",""member_0589"",""member_0126""]",[],Instructor C,2024-06-07T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0583"",""member_0351"",""member_0580"",""member_0122""]",[],Instructor C,2024-06-14T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0664""]",[],Instructor C,2024-06-21T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0393"",""member_0690"",""member_0232"",""member_0652"",""member_0419""]",[],Instructor C,2024-06-28T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0516"",""member_0700"",""member_0239"",""member_0360"",""member_0498""]",[],Instructor C,2024-07-05T14:30:00.000Z,12
Studio A,Fr 16:30,[],[],Instructor C,2024-07-12T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0611"",""member_0580"",""member_0577"",""member_0543""]",[],Instructor C,2024-07-19T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0572"",""member_0218"",""member_0632""]",[],Instructor C,2024-07-26T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0558"",""member_0616"",""member_0206"",""member_0532""]",[],Instructor C,2024-08-02T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0687""]",[],Instructor C,2024-08-09T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0618"",""member_0555"",""member_0582"",""member_0616"",""member_0693"",""member_0531"",""member_0194"",""member_0226"",""member_0393"",""member_0082""]",[],Instructor C,2024-08-16T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0134"",""member_0620"",""member_0576"",""member_0665"",""member_0606""]",[],Instructor C,2024-08-23T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0506"",""member_0533"",""member_0580"",""member_0572"",""member_0368"",""member_0692""]",[],Instructor C,2024-08-30T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0192"",""member_0347"",""member_0165"",""member_0368"",""member_0616""]",[],Instructor C,2024-09-06T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0079"",""member_0218"",""member_0616"",""member_0321""]",[],Instructor C,2024-09-13T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0239"",""member_0263"",""member_0550"",""member_0563"",""member_0205""]",[],Instructor C,2024-09-20T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0502"",""member_0620"",""member_0664"",""member_0515"",""member_0593""]",[],Instructor C,2024-09-27T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0582"",""member_0580"",""member_0563""]",[],Instructor C,2024-10-04T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0636"",""member_0419"",""member_0666"",""member_0642"",""member_0536"",""member_0687"",""member_0529"",""member_0681"",""member_0218"",""member_0616""]",[],Instructor C,2024-10-11T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0532"",""member_0671"",""member_0618""]",[],Instructor C,2024-10-18T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0645"",""member_0419"",""member_0600"",""member_0636"",""member_0598"",""member_0017""]",[],Instructor C,2024-10-25T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0563"",""member_0575"",""member_0616"",""member_0504"",""member_0687"",""member_0648"",""member_0600""]",[],Instructor C,2024-11-01T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0207"",""member_0618"",""member_0239"",""member_0534"",""member_0632"",""member_0393"",""member_0616"",""member_0577"",""member_0070"",""member_0094""]",[],Instructor C,2024-11-08T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0206"",""member_0667"",""member_0608""]",[],Instructor C,2024-11-15T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0625"",""member_0536"",""member_0583"",""member_0606"",""member_0576"",""member_0521"",""member_0224""]",[],Instructor C,2024-11-22T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0502""]",[],Instructor C,2024-11-29T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0019"",""member_0616"",""member_0665"",""member_0575""]",[],Instructor C,2024-12-06T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0620"",""member_0563"",""member_0521"",""member_0664"",""member_0510"",""member_0497"",""member_0642""]",[],Instructor C,2024-12-13T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0665"",""member_0685"",""member_0616"",""member_0597"",""member_0533"",""member_0534"",""member_0224"",""member_0689"",""member_0451"",""member_0577""]",[],Instructor C,2024-12-20T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0506"",""member_0608"",""member_0616"",""member_0636"",""member_0664"",""member_0563""]",[],Instructor C,2024-12-27T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0617"",""member_0645""]",[],Instructor C,2025-01-03T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0524"",""member_0636"",""member_0593"",""member_0563"",""member_0689"",""member_0510"",""member_0542"",""member_0608""]",[],Instructor C,2025-01-10T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0321"",""member_0543"",""member_0593""]",[],Instructor C,2025-01-17T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0615"",""member_0592"",""member_0571"",""member_0149"",""member_0542"",""member_0616""]",[],Instructor C,2025-01-24T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0534"",""member_0597"",""member_0698"",""member_0531"",""member_0653"",""member_0665""]",[],Instructor C,2025-02-07T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0697"",""member_0636"",""member_0574"",""member_0685"",""member_0498"",""member_0616""]",[],Instructor C,2025-02-14T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0393"",""member_0616"",""member_0662"",""member_0577"",""member_0543""]",[],Instructor C,2025-02-21T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0535"",""member_0620"",""member_0664"",""member_0647"",""member_0536"",""member_0214"",""member_0502""]",[],Instructor C,2025-02-28T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0575"",""member_0587""]",[],Instructor C,2025-03-07T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0666"",""member_0529"",""member_0534"",""member_0491"",""member_0616"",""member_0583"",""member_0615""]",[],Instructor C,2025-03-14T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0661"",""member_0698""]",[],Instructor C,2025-03-21T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0606"",""member_0527"",""member_0636"",""member_0698"",""member_0661""]",[],Instructor C,2025-03-28T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0690"",""member_0689"",""member_0671"",""member_0534""]",[],Instructor C,2025-04-04T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0580"",""member_0664"",""member_0524"",""member_0506"",""member_0650"",""member_0616"",""member_0542""]",[],Instructor C,2025-04-11T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0536"",""member_0506""]",[],Instructor C,2025-04-18T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0537"",""member_0665"",""member_0517"",""member_0536""]",[],Instructor C,2025-04-25T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0571"",""member_0687""]",[],Instructor C,2025-05-02T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0665"",""member_0583""]",[],Instructor C,2025-05-09T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0690"",""member_0593"",""member_0652"",""member_0636"",""member_0536""]",[],Instructor C,2025-05-16T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0689"",""member_0604"",""member_0665"",""member_0534"",""member_0509"",""member_0582"",""member_0616"",""member_0583""]",[],Instructor C,2025-05-23T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0630"",""member_0680"",""member_0698"",""member_0568"",""member_0629""]",[],Instructor C,2025-05-30T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0643"",""member_0506"",""member_0689"",""member_0663"",""member_0616"",""member_0562"",""member_0661""]",[],Instructor C,2025-06-06T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0661"",""member_0551"",""member_0563"",""member_0555"",""member_0613"",""member_0593"",""member_0685"",""member_0571""]",[],Instructor C,2025-06-13T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0620"",""member_0616"",""member_0563"",""member_0532"",""member_0570"",""member_0524"",""member_0500"",""member_0675""]",[],Instructor C,2025-06-20T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0524"",""member_0661"",""member_0630"",""member_0577"",""member_0671""]",[],Instructor C,2025-06-27T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0497""]",[],Instructor C,2025-07-04T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0542""]",[],Instructor C,2025-07-11T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0536"",""member_0664"",""member_0524"",""member_0611""]",[],Instructor C,2025-07-18T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0664"",""member_0524""]",[],Instructor C,2025-07-25T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0536"",""member_0571"",""member_0687"",""member_0498""]",[],Instructor C,2025-08-01T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616""]",[],Instructor C,2025-08-15T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0687"",""member_0538"",""member_0571"",""member_0658"",""member_0608"",""member_0616"",""member_0688"",""member_0556""]",[],Instructor C,2025-08-22T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0543"",""member_0662"",""member_0664"",""member_0665"",""member_0671""]",[],Instructor C,2025-08-29T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0606"",""member_0498"",""member_0663"",""member_0642"",""member_0675"",""member_0616"",""member_0698"",""member_0689"",""member_0636""]","[{""ID"":""member_0643"",""email"":""member-0643@synthetic.invalid"",""name"":""Synthetic Member 0643""},{""ID"":""member_0529"",""email"":""member-0529@synthetic.invalid"",""name"":""Synthetic Member 0529""},{""ID"":""member_0537"",""email"":""member-0537@synthetic.invalid"",""name"":""Synthetic Member 0537""}]",Instructor C,2025-09-05T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0698"",""member_0616"",""member_0559""]",[],Instructor C,2025-09-19T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0571"",""member_0536"",""member_0700"",""member_0559"",""member_0583"",""member_0524"",""member_0645"",""member_0626"",""member_0689""]","[{""ID"":""member_0632"",""email"":""member-0632@synthetic.invalid"",""name"":""Synthetic Member 0632""},{""ID"":""member_0498"",""email"":""member-0498@synthetic.invalid"",""name"":""Synthetic Member 0498""}]",Instructor C,2025-09-26T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0636"",""member_0606"",""member_0593""]",[],Instructor C,2025-10-03T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0664"",""member_0524"",""member_0610"",""member_0498"",""member_0665"",""member_0632"",""member_0608"",""member_0577"",""member_0543"",""member_0661"",""member_0698""]",[],Instructor C,2025-10-10T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0665"",""member_0631"",""member_0524"",""member_0577"",""member_0536"",""member_0600"",""member_0529"",""member_0511"",""member_0497"",""member_0542""]",[],Instructor C,2025-10-24T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0664"",""member_0636"",""member_0506"",""member_0671""]",[],Instructor C,2025-10-31T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0542"",""member_0531"",""member_0639"",""member_0665""]",[],Instructor C,2025-11-07T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0606"",""member_0636"",""member_0700"",""member_0593"",""member_0543""]",[],Instructor C,2025-11-14T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0524"",""member_0577"",""member_0583"",""member_0698"",""member_0630""]",[],Instructor C,2025-11-21T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0543"",""member_0542"",""member_0687"",""member_0502"",""member_0620"",""member_0534"",""member_0580"",""member_0700"",""member_0566"",""member_0616""]","[{""ID"":""member_0664"",""email"":""member-0664@synthetic.invalid"",""name"":""Synthetic Member 0664""}]",Instructor C,2025-11-28T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0511"",""member_0563"",""member_0671"",""member_0606""]",[],Instructor C,2025-12-05T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0593"",""member_0524"",""member_0526"",""member_0616"",""member_0563"",""member_0575""]",[],Instructor C,2025-12-12T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0687"",""member_0542"",""member_0636"",""member_0630"",""member_0626"",""member_0498"",""member_0611""]",[],Instructor C,2025-12-19T15:30:00.000Z,12
Studio A,Fr 16:30,[],[],Instructor C,2025-12-26T15:30:00.000Z,12
Studio A,Fr 16:30,[],[],Instructor C,2026-01-02T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0664"",""member_0632"",""member_0665"",""member_0616"",""member_0600""]",[],Instructor C,2026-01-09T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0575"",""member_0515"",""member_0543"",""member_0616""]",[],Instructor C,2026-01-16T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0690"",""member_0498"",""member_0664"",""member_0524""]",[],Instructor C,2026-01-23T15:30:00.000Z,12
Studio A,Fr 16:30,[],[],Instructor C,2026-01-30T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0608"",""member_0623"",""member_0665"",""member_0687"",""member_0510"",""member_0616"",""member_0630"",""member_0577"",""member_0606"",""member_0515""]",[],Instructor C,2026-02-06T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0667"",""member_0497"",""member_0565"",""member_0606"",""member_0651"",""member_0580"",""member_0689"",""member_0583"",""member_0540""]",[],Instructor C,2026-02-20T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0684"",""member_0552""]",[],Instructor C,2026-02-27T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0620"",""member_0535"",""member_0572"",""member_0536""]",[],Instructor C,2026-03-06T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0655"",""member_0616"",""member_0671"",""member_0580"",""member_0620"",""member_0536"",""member_0611"",""member_0563""]",[],Instructor C,2026-03-13T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0521"",""member_0536"",""member_0664""]",[],Instructor C,2026-03-20T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0664"",""member_0606"",""member_0582"",""member_0620"",""member_0586"",""member_0589"",""member_0577"",""member_0636""]",[],Instructor C,2026-03-27T15:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0542""]",[],Instructor C,2026-04-03T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0630"",""member_0605"",""member_0524"",""member_0700"",""member_0647"",""member_0698"",""member_0699"",""member_0620"",""member_0664""]",[],Instructor C,2026-04-10T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0611"",""member_0616"",""member_0572""]",[],Instructor C,2026-04-17T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0606"",""member_0524"",""member_0573"",""member_0661"",""member_0534""]",[],Instructor C,2026-04-24T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0524"",""member_0665"",""member_0689"",""member_0661"",""member_0563"",""member_0583"",""member_0626"",""member_0671"",""member_0616""]",[],Instructor C,2026-05-01T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0687"",""member_0671"",""member_0664"",""member_0510""]",[],Instructor C,2026-05-08T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0629"",""member_0700"",""member_0510"",""member_0680"",""member_0625""]",[],Instructor C,2026-05-15T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0618"",""member_0636"",""member_0606"",""member_0619"",""member_0506"",""member_0689"",""member_0529"",""member_0583"",""member_0543"",""member_0598""]","[{""ID"":""member_0683"",""email"":""member-0683@synthetic.invalid"",""name"":""Synthetic Member 0683""},{""ID"":""member_0542"",""email"":""member-0542@synthetic.invalid"",""name"":""Synthetic Member 0542""}]",Instructor C,2026-05-22T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0593"",""member_0616"",""member_0664""]",[],Instructor C,2026-05-29T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0689"",""member_0556"",""member_0542""]",[],Instructor C,2026-06-05T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0534"",""member_0498"",""member_0665"",""member_0616"",""member_0691"",""member_0666"",""member_0664"",""member_0648""]",[],Instructor C,2026-06-12T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0529"",""member_0664"",""member_0606""]",[],Instructor C,2026-06-19T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0616"",""member_0643"",""member_0669"",""member_0555"",""member_0606""]",[],Instructor C,2026-06-26T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0665"",""member_0631"",""member_0693"",""member_0524"",""member_0559"",""member_0616""]",[],Instructor C,2026-07-03T14:30:00.000Z,12
Studio A,Fr 16:30,"[""member_0583"",""member_0524"",""member_0697"",""member_0577"",""member_0619""]",[],Instructor C,2026-07-10T14:30:00.000Z,12
Studio A,Mi 12:00,"[""member_0430"",""member_0340"",""member_0443"",""member_0265"",""member_0395"",""member_0236"",""member_0010""]",[],Instructor D,2020-08-19T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0210"",""member_0131"",""member_0020"",""member_0261"",""member_0096"",""member_0101"",""member_0010"",""member_0222"",""member_0325"",""member_0051""]",[],Instructor D,2020-09-02T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0020"",""member_0325"",""member_0222"",""member_0051""]",[],Instructor D,2020-09-09T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0179"",""member_0203"",""member_0291"",""member_0430"",""member_0404""]",[],Instructor D,2020-09-16T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0230"",""member_0203"",""member_0210"",""member_0185"",""member_0325""]",[],Instructor D,2020-09-23T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0003"",""member_0209"",""member_0338""]",[],Instructor D,2020-09-30T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0203"",""member_0442""]",[],Instructor D,2020-10-07T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0293"",""member_0340"",""member_0156"",""member_0409"",""member_0303""]",[],Instructor D,2020-10-14T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0051"",""member_0340"",""member_0222"",""member_0131""]",[],Instructor D,2020-10-21T10:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0098"",""member_0203"",""member_0294"",""member_0430"",""member_0053""]",[],Instructor D,2020-10-28T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0145"",""member_0210"",""member_0042"",""member_0271"",""member_0131"",""member_0395"",""member_0281"",""member_0387""]",[],Instructor D,2020-11-04T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0249"",""member_0291"",""member_0281"",""member_0010"",""member_0409"",""member_0440"",""member_0460"",""member_0156""]",[],Instructor D,2020-11-11T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0210"",""member_0430""]",[],Instructor D,2020-11-18T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0083"",""member_0409""]",[],Instructor D,2020-11-25T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0409"",""member_0042"",""member_0422"",""member_0183"",""member_0281""]",[],Instructor D,2020-12-09T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0135"",""member_0340"",""member_0222"",""member_0131"",""member_0230""]",[],Instructor D,2020-12-16T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0452""]",[],Instructor D,2020-12-23T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0409""]",[],Instructor D,2020-12-30T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0230"",""member_0042"",""member_0010"",""member_0250"",""member_0430""]",[],Instructor D,2021-01-06T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0376"",""member_0222"",""member_0013"",""member_0295"",""member_0203""]",[],Instructor D,2021-01-13T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0269"",""member_0210"",""member_0154""]",[],Instructor D,2021-01-20T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0465"",""member_0150"",""member_0256""]",[],Instructor D,2021-01-27T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0440"",""member_0154""]",[],Instructor D,2021-02-03T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0133"",""member_0172"",""member_0053"",""member_0295""]",[],Instructor D,2021-02-10T11:00:00.000Z,12
Studio A,Mi 12:00,"[""member_0011"",""member_0053"",""member_0003"",""member_0013"",""member_0301"",""member_0083"",""member_0440"",""member_0261"",""member_0098""]",[],Instructor D,2021-02-17T11:00:00.000Z,12
